country_code,country,year,sdg_index_score,goal_1_score,goal_2_score,goal_3_score,goal_4_score,goal_5_score,goal_6_score,goal_7_score,goal_8_score,goal_9_score,goal_10_score,goal_11_score,goal_12_score,goal_13_score,goal_14_score,goal_15_score,goal_16_score,goal_17_score
BEL,Belgium,2022,79.5,99.5,71.2,93.4,95.3,87.8,70.6,74,84.3,97.1,100,88.1,44.9,52.9,56.7,81.8,85.8,67.4
BLZ,Belize,2022,64.6,62.1,68.7,74.3,60.7,58.2,68.3,76.3,66,38.4,0,76.4,79.6,92.7,70.1,48,53.4,71.4
BEN,Benin,2022,55.1,57.2,65.4,42,57.3,34.2,49.4,11.8,76,25.9,62,39.1,96.9,97.8,60,66.4,46,49.6
BTN,Bhutan,2022,72.3,94.8,57.9,73.5,87.2,61.6,69.6,73.9,72.1,42.5,64.4,84.6,88.1,89.9,0,65.7,80,63.2
BOL,Bolivia,2022,68.9,91.7,64.9,66.8,90.6,69.5,69.1,64.6,75.4,33.7,35.2,71.8,91.9,93.2,0,61.6,48.9,76.5
BIH,Bosnia and Herzegovina,2022,74,99.9,63.8,76.9,64.1,47.1,73.2,71.3,76.9,47.3,80.8,74.6,78.3,88.2,83.7,81.3,66.2,84.7
BWA,Botswana,2022,62.7,64.8,45.1,51.3,65.8,69.4,68.1,48.8,64,53.5,13.7,76.2,84.6,89.3,0,74.4,62.4,68.8
BRA,Brazil,2022,73.7,93.3,68.7,77.7,85.9,70.4,86.1,90.6,76,69,19.9,80.9,83.5,93.9,63.8,61.7,56.9,74.6
BRN,Brunei Darussalam,2022,65.7,0,57.6,85.6,97,62,59.2,62.9,68.8,76.4,0,99.9,48.5,1.3,49.7,68.2,61.7,65.7
BGR,Bulgaria,2022,74.6,100,68.2,79.3,79.5,71.6,66.3,71.3,82.3,66.2,51,73.4,75.1,84.2,65.7,94.1,68.5,71.9
BFA,Burkina Faso,2022,52.4,26.9,58.6,46.6,26.7,40.7,44.8,21.1,70.2,21.9,22.1,60.5,95.6,98.8,0,87.9,45.5,57.2
BDI,Burundi,2022,53.9,0,59.5,48.5,50.2,60.5,55.2,19.3,55,12.1,58.4,60,96.6,99.8,0,72.2,50.7,52.2
CPV,Cabo Verde,2022,68.8,84.9,45,75.5,79.2,76.2,67.4,61.9,58.7,41,41.6,79.5,81.3,97.1,57,71.6,79.3,73
KHM,Cambodia,2022,64.8,0,69,62,66.5,56.3,62.9,57.3,62.2,34.8,0,76.8,93.6,95.1,60,48.8,49.2,55.1
CMR,Cameroon,2022,55.1,50.6,61.3,39.8,49.2,56,56,49.1,68.8,29.4,23.1,42.4,96.4,98.1,73.7,63.5,36.2,43.7
CAN,Canada,2022,78.5,99.6,63.5,93.9,99.4,83.9,86.1,80.3,84.6,87.3,89.3,90.6,51.7,39.6,62.1,60.8,81.8,79.9
CAF,Central African Republic,2022,40.4,3.2,36.5,13,19.3,34.2,40.4,19.4,53.4,7.1,9.6,21.9,94.5,99.5,0,89.7,42.3,36.5
TCD,Chad,2022,45.3,25.4,38.5,27.1,13.3,30.8,42.4,8.7,64.4,9.6,63,32.8,91,99.1,0,76.2,29.4,52.6
CHL,Chile,2022,78.2,96.4,71.5,88.4,97.8,77.7,89.4,81.3,84.1,75.3,25.5,85.5,77.8,82.3,80.2,61.1,69.8,85.8
CHN,China,2022,72,98.1,83.4,83.4,99.5,78.2,69,67.7,78.9,80.3,34.9,79.5,87,77.6,55.7,48.9,60.6,41.4
COL,Colombia,2022,70.1,77.7,65.2,82.7,92.3,69.4,79.4,77.6,71.2,49,12.4,83.3,87.7,90.1,57.3,65,54.3,76.1
COM,Comoros,2022,51.7,51.8,45.2,55.3,39.4,33.9,49,39.2,43.5,21.7,25.6,52.1,95.8,99.1,43.1,71.2,52.5,61.1
COD,"Congo, Dem. Rep.",2022,48.6,8.2,51.7,34.2,42.7,43.2,43.2,28.9,60.5,14.4,43,35.7,97.7,99.6,77.9,69.8,36.2,39.3
COG,"Congo, Rep.",2022,52.6,24,53.2,45.6,47.3,54.8,52,44.1,54.2,8.1,19.9,51.2,95.3,92.2,72,83.5,48.2,49.1
CRI,Costa Rica,2022,73.6,93.8,53.9,88.3,99.2,82,74.5,85.5,74.4,59.6,19.3,90.9,77,89.8,56.3,65.1,73.8,67
CIV,Cote d'Ivoire,2022,62.3,73.7,65.4,43.1,53.2,50.7,55.2,47.2,76.4,33.2,64.1,50.4,95.7,97.8,79.3,72.9,52.8,47.1
HRV,Croatia,2022,81.5,100,74.3,86.4,95.7,71.1,86.4,83.2,82.7,74.7,94.2,80.7,68.3,83.5,84.6,88.2,72.1,59.4
CUB,Cuba,2022,74.1,0,60.9,84.6,92.4,83.4,73.2,76.6,93.4,40.4,0,64.7,88.4,91.6,75.2,71.7,60.5,87.9
CYP,Cyprus,2022,72.5,99.9,53.7,91.1,93.9,68.1,67.9,74.1,74.8,75.8,85.5,77.8,50.8,68.1,50.2,79,74.7,46.9
CZE,Czechia,2022,81.9,99.9,62.1,90.2,93.9,74.3,82.9,76,88,83.8,100,94.5,62.8,72.2,0,92.5,84.2,68.6
DNK,Denmark,2022,85.7,99.2,71,95.4,99.3,87,90.7,87.7,87.6,97,98.2,93,44.6,60.8,76.3,92.8,93.8,82.1
DJI,Djibouti,2022,52.7,64.7,53,50.9,24.3,39.3,57.7,16.7,53.6,36.5,44.4,71,87.8,90.6,57.6,37.6,56.5,53.2
DOM,Dominican Republic,2022,72.1,95.9,75.7,66.6,74.2,71.8,67.6,69.1,74.4,46.8,54.7,84.3,83.1,91.8,83.9,75.1,53.3,57.8
_E_S_Asia,East and South Asia,2022,67.2,89.7,66.7,70.8,89.9,61,64.2,64.2,74.6,62.4,37.5,62.4,90.8,90.5,60.7,49.6,54.5,52.7
_E_Euro_Asia,Eastern Europe and Central Asia,2022,71.8,80.8,58.7,74.1,87.8,67.1,68,62.9,73.8,56.1,83.4,75.8,83.5,80.3,0,70.6,54.1,68.6
ECU,Ecuador,2022,70.4,83.9,57.8,78.4,90.5,79.5,75.3,74.4,75.9,48.9,22.1,76.1,86.3,92.7,80.3,57.9,51.9,65.5
EGY,"Egypt, Arab Rep.",2022,69.6,88,65.3,69.4,67.9,57.7,65.1,69.9,64.9,57.9,83.9,68.5,91.2,95.1,51.5,68.3,60.1,58.8
SLV,El Salvador,2022,70.7,94,56.2,80.3,81.6,65.2,72.6,72.7,71.7,37.6,57.7,86.3,87,94.8,43.6,70.1,60.4,69.3
EST,Estonia,2022,81.7,100,63.2,89.5,96.1,76.8,84.1,78,82.2,83.3,89.1,90.5,52.6,61.5,87.5,96.1,91,67.3
SWZ,Eswatini,2022,57.9,33.7,50.4,35.7,74.2,70,50.5,70.5,44.8,40.9,11.8,86.8,85.3,97.5,0,50.6,53.7,60.8
ETH,Ethiopia,2022,54.5,48.8,53.7,46.5,31.7,59.7,38.7,34.1,66.1,26.3,71.7,48,98.8,98.2,0,57.8,34.7,46.1
FJI,Fiji,2022,72.9,89.7,61.2,71.2,93.6,59,72.4,63.4,53.3,60.4,88.1,94,84.6,96,73.1,45.8,71.8,61.4
FIN,Finland,2022,86.8,99.6,60.9,95.4,97.2,92.1,94.3,93,86.8,96,98.5,91.2,60.1,68.8,87.9,85.1,92.5,75.6
FRA,France,2022,82,99.7,72.4,93.2,99.6,87.8,89.3,78.6,85.3,92.8,87.5,90.5,60.5,73.8,65.7,68.8,76.1,73.1
GAB,Gabon,2022,63.1,88.7,51.6,50.5,60.8,45.2,61.4,85.1,66.6,36.2,61.8,54.7,83.6,89.9,65.8,83.2,40.3,47.3
GMB,"Gambia, The",2022,58.3,59.4,47.6,48.6,51.5,43.1,59.9,30.4,65.7,24.6,69.1,54.9,96.2,99,63.7,83,47.7,46.6
GEO,Georgia,2022,75,88.1,55.5,75.1,96.9,61.8,80.3,79.8,74.2,53.1,75.2,83.9,85.6,91,61.1,69.3,74.3,69.9
DEU,Germany,2022,83.4,99.5,72.4,93,97.2,81.9,88.4,77.2,87,95.8,88.1,90.1,55.4,64,74,79.2,89.5,84.4
GHA,Ghana,2022,61.8,54.4,70.8,52.8,84.5,54.9,57.7,50.9,76.4,46.8,35.2,48.9,95.4,96.6,44.9,69.4,65,46
GRC,Greece,2022,78.4,99.2,66.6,90.3,97.1,65.4,87.7,76.4,73.8,81.6,84.6,85.6,64.8,80.2,65.8,81.2,71.1,60.8
GTM,Guatemala,2022,59.4,76.5,43.5,68.5,72.4,49.9,69,58.1,71,23.1,20.7,74.1,90.4,95.9,55.9,46,43.7,50.8
GIN,Guinea,2022,54.9,60.5,58.2,32.3,33.4,28,51.7,27.7,67.8,13.3,91.8,52.7,96.5,98.4,57.8,69,39,55
GUY,Guyana,2022,67.4,99.1,66.7,65.5,89.8,65.2,69.2,61.9,74.3,35.7,0,84.1,86.1,82.8,36.6,73.1,56,66.1
HTI,Haiti,2022,52.6,42.2,51.2,40.7,69,41.8,54.3,22.6,57.7,23.5,47.3,39.7,94,98.8,65,65,37.3,43.8
_HIC,High-income Countries,2022,78.2,99,69.9,91.3,94.4,75.8,71.6,75.1,83.5,93.9,75.1,88.5,61,61.4,65,68.5,77.1,76.3
HND,Honduras,2022,62.9,70.3,53.9,70.2,61,66.7,72.4,60.7,67.2,28.4,20.8,76.9,89.8,95.8,62.5,69.4,40.6,63.3
HUN,Hungary,2022,79.4,98.9,70.3,83.6,92.8,66.8,86.6,73.9,84.6,80.3,92.7,89.3,76.1,77.9,0,86.5,69.1,54.1
ISL,Iceland,2022,78.3,99.9,53.5,96.4,98.1,94,59.8,99.6,77.7,87.4,100,86.8,37.7,51.4,62.8,54.4,93.8,77.3
IND,India,2022,63.4,86.2,54.4,64.8,89.3,46.3,58.1,66.2,73.7,51,38.5,50,94.8,94.3,62.3,45.6,48.5,54.6
IDN,Indonesia,2022,70.2,86.1,66.6,64.8,92.2,63.8,70.1,64.5,77.4,50.7,60.9,75.3,89.7,92.5,69.8,51.4,64.7,52.4
IRN,"Iran, Islamic Rep.",2022,69.1,94,64.1,80.6,83,42.9,60.2,64.3,62.5,67.2,48.5,74,85.8,80.4,79.4,67.4,60.4,59.8
IRQ,Iraq,2022,64.8,0,53.2,61.3,69.9,44.2,62.6,63.9,57.9,34.7,91.5,58,86.2,85.5,69.5,40.4,64,71.8
IRL,Ireland,2022,80.1,99.9,67.7,94.4,99,77.7,82.9,74.8,87,86.5,90.3,90.8,45.9,54.1,72.6,88.6,89.1,61.2
ISR,Israel,2022,74,98.6,55.4,96.3,99.6,76.1,68.2,71.7,84.3,94.7,71.6,84.6,66.6,67.2,37.5,49.4,69.6,66.1
ITA,Italy,2022,78.8,97.5,69.8,93.9,94.2,74.3,80.8,76.9,79.9,87.5,77.9,74.6,71.6,79.9,62.6,79.9,72.9,65.2
JAM,Jamaica,2022,69.6,90,59.1,78.2,81.8,78.3,70.1,64.2,76.9,52.7,25.6,83.6,81.3,91,62.2,56.2,61,70.8
JPN,Japan,2022,79.4,99.3,75.2,94.6,93.9,61.7,84.9,72.6,88.2,94.4,80.5,84.2,66.1,73.5,55.8,63.1,86.3,75.6
JOR,Jordan,2022,69.9,98.7,56.9,74.4,59.1,39.8,55.2,72.9,64.6,61,77,74.3,89.1,91.4,90.4,55.1,65.4,62.5
KAZ,Kazakhstan,2022,71.6,98.7,53.4,80,86.2,75.9,72.4,61.8,76.8,48.5,96.3,85.9,78.5,57.1,0,62.5,62.5,56.2
KEN,Kenya,2022,60.9,49.4,58.5,51,71.1,70,46.7,41.5,75.7,39.2,49.5,55.6,94.7,98.4,69.8,58.7,51.1,54.5
KOR,"Korea, Rep.",2022,78.1,99.5,82.9,92.8,92.3,66.3,74,70.6,85.5,99.1,82.6,87,73.1,69.7,55.4,54.1,77.9,64.1
KWT,Kuwait,2022,64.4,0,67.5,86.9,63.6,51.3,55,68.8,77,64.2,0,77.5,62,32.4,47,52.1,64.7,61.6
KGZ,Kyrgyz Republic,2022,74.4,92.1,60.4,74.9,92.6,61.7,66.4,78.1,69.6,37.5,92.7,89.2,91.9,94.8,0,70.9,55.2,71.6
LAO,Lao PDR,2022,63,65.7,65.8,53.6,70.1,68.1,69.2,57.6,72.8,30.9,57.4,77.2,92.8,92.5,0,46.5,45.7,43.6
_LAC,Latin America and the Caribbean,2022,70.2,83.9,64.6,75.3,86.3,72.3,78.6,79.3,75.2,54.3,23.3,77.9,84,93.1,61,62.1,53.9,67.6
LVA,Latvia,2022,80.7,100,64.2,84.3,97.8,77.5,89.2,88.9,84.5,77,72.6,86.7,58.8,71.7,84,97.8,82.1,54.4
LBN,Lebanon,2022,67.5,98.7,56.6,74.3,99.6,45.2,66.3,61.9,54.1,73.3,84.4,60.9,80.7,86.8,65.8,57,51.9,30.1
LSO,Lesotho,2022,54.9,36.7,49.2,24.3,51.1,74.8,49.7,26.2,46.5,26.4,27.5,66.2,98.6,97.5,0,74.2,45.9,71.7
LBR,Liberia,2022,49.9,26.4,47.8,32.8,37.1,44.1,53,13.3,66.4,11.6,72.1,29.8,96.1,98.8,83.5,48.2,41,45.9
LTU,Lithuania,2022,76.8,100,59.6,86.1,98.1,75.9,78.8,69.9,81.1,75.5,70.9,82.8,46.9,58.4,82,95.3,84.8,59.5
_LIC_LMIC,Lower & Lower-middle Income,2022,61,65.7,58.1,57.2,72.5,51.3,57.2,53.3,69,41.2,47.2,53.3,93.9,95.7,64,57.1,48.3,51.8
_LMIC,Lower-middle-income Countries,2022,63.4,78.4,59,60.5,79.8,51.6,59.7,57.7,71.3,46.3,47,55,93.5,94.9,63.7,55.4,50.1,53.2
_LIC,Low-income Countries,2022,50.7,20,46.2,41.5,35.6,49.7,45.9,32.9,58,17.8,47.9,45.1,96.4,98.9,73.8,64.7,42.2,44.8
LUX,Luxembourg,2022,77.6,100,58.9,96.5,98.3,85.3,81.6,56.5,85.7,88.6,84,99,39.5,49.4,0,67.7,89.7,73.4
MDG,Madagascar,2022,50.3,4.2,53.5,32.9,54.5,68.1,44.9,36.6,64.7,10.3,40.2,53,96.7,99.4,65.9,49.5,37.4,42.6
MWI,Malawi,2022,56.3,0,61.7,49.7,52.8,70.1,52.5,42,67.3,20.3,58.5,58.2,97.9,99.6,0,60.4,51.5,48.5
MYS,Malaysia,2022,69.8,98.9,49.4,80.1,88,58.3,76.3,68.3,78,81,47.4,81.8,78.2,77.9,68.2,38.4,59.9,57.3
MDV,Maldives,2022,71.3,100,44.6,86.9,96.6,38.5,73.7,64.2,72.4,47.8,92.7,80.3,74.8,89.8,63.2,51.5,66.4,68.4
MLI,Mali,2022,58,44.4,59.3,40.7,10.6,60.1,61.7,34.5,72.2,21.2,68.9,60,94.5,99,0,86.8,55.1,50.4
MLT,Malta,2022,75.5,99.8,66.3,91.2,99.1,64.7,48.7,72.1,87.3,71.7,86.6,88.3,58.1,79.2,69.4,82.7,64.9,54.1
MRT,Mauritania,2022,57.2,77,42.6,51.8,47,38.7,58.2,37.6,50.4,25.6,81.8,45.1,90.7,97.2,71.5,51.1,51,55.6
MUS,Mauritius,2022,68,98,71.5,75.2,83.5,52.3,71.1,70.3,74.6,51.8,65.3,87.7,74.4,91.4,49,27.4,60.8,51.2
MEX,Mexico,2022,69.7,86.3,61.1,79.7,96,80.6,71,68.6,68.4,57.9,38.2,83.4,81.7,86.8,62.6,55.4,46.7,60.6
_MENA,Middle East and North Africa,2022,67.1,82.6,60.8,72.8,69.7,45.1,56,64.7,70.7,55,73.7,67.5,86,81,65.7,57.8,63.9,66.8
MDA,Moldova,2022,78.6,98.7,63,76.6,99.6,76.8,70.4,79,75.9,40.2,99.6,87.5,79.1,90.6,0,89.3,68.1,77.2
MNG,Mongolia,2022,64.7,94.6,48.9,64,94.6,65,64.9,37.2,70.9,39.8,81.1,50.4,67.9,52,0,74.9,59.3,73.7
MNE,Montenegro,2022,71.4,98.9,51.8,75.7,88.2,56.9,65.2,79.1,61.6,61.6,66.7,74.7,70.4,92.8,52.1,54.3,78.5,85.7
MAR,Morocco,2022,70.9,90.4,64.7,73.1,78.6,43.8,63.5,70,69.1,55.1,53.9,76.2,91.3,94.2,71.9,76.7,62.3,70.2
MOZ,Mozambique,2022,52.7,3.2,54.3,31.7,55.1,65,54.7,35.6,66.9,14.1,12.7,62.8,97.9,98.3,72,63.1,47.6,60.9
MMR,Myanmar,2022,60.4,58,65.9,49.8,61.1,57.5,68.5,44.6,66.4,30.2,87.2,55.4,94.4,97.5,47.6,51.6,41.8,50
NAM,Namibia,2022,64.3,61.1,49.9,49.9,83.7,87.6,56,46.2,64,38.4,5.5,65.2,83.7,91.2,79.4,89.9,64.4,76.7
NPL,Nepal,2022,66.5,81.4,68.6,59.6,83.9,50.7,70.8,48.5,67.8,37.9,80.2,46.6,96.5,97.7,0,68.9,55.4,54.7
NLD,Netherlands,2022,79.4,99.3,67.7,95.7,99.3,85.1,87.2,72,86.3,93.4,89.8,92.9,47.7,43.3,55.3,77.9,86.7,70.8
NZL,New Zealand,2022,78.4,0,59.5,92.5,94.1,91.4,89.6,84.3,87.8,89.9,81.3,87.6,49,66.1,53.2,49,87.4,72.6
NIC,Nicaragua,2022,64.8,71.7,54.8,74.8,78,83.9,66.3,59.7,67.6,30,23.7,73.2,87.3,97,61.9,64.1,49.4,58.1
NER,Niger,2022,48.3,12.8,45.3,37.6,3,43.7,43.3,10.9,67.6,11.3,63.2,46.2,96.2,99.5,0,73.8,49,51.7
NGA,Nigeria,2022,54.3,49.9,61.1,36.2,38.8,39.2,59.7,25,66.6,40.6,72.8,29.4,95.6,96.7,62.1,76.4,34.7,37.9
MKD,North Macedonia,2022,72.5,96.2,62.6,76.9,66.6,59,71.8,69.9,70,46.7,81.5,65.6,81.2,90.8,0,81.2,73.9,72.7
NOR,Norway,2022,82,99.2,60.8,97.1,98,92.9,83.7,98.5,85.9,92.4,99.4,91.2,39.8,20.7,74.6,74.1,91.7,94
_Oceania,Oceania,2022,52.7,35.6,30.9,42.1,58,48.8,15.1,38.7,66.6,17.4,50.3,75.1,95,97.7,66.1,50.6,62.1,45.8
_OECD,OECD members,2022,77.8,97,68.8,90.1,95.5,75.7,83.2,74.9,81.1,92.2,65.3,87.3,65.4,67.7,63.7,66.6,72.4,76
OMN,Oman,2022,68.6,0,57.9,83.5,85,37.2,50.5,67,80.9,67.2,0,83.3,74.2,33.7,77.9,62.2,67.3,74.3
PAK,Pakistan,2022,59,79.1,43.6,45.2,59.7,37.2,49.4,50.2,59.4,33.5,90.1,43.9,94.3,96.6,63.3,65.8,42.2,48.8
PAN,Panama,2022,67.3,94.7,50.3,78.9,80.7,66.4,71.2,71.5,71.2,46.6,18.6,90,76.2,71.7,70.3,66.6,62.1,57.5
PNG,Papua New Guinea,2022,53.6,30.8,33.9,43.2,53.9,48.4,42.5,37,76.9,9.7,43.7,71.8,96.5,95.2,72.1,64.1,52.1,39.6
PRY,Paraguay,2022,68.8,95.1,73.8,72,75.3,67.2,76.5,85,73,40.2,35.7,80,80.2,92,0,51.9,47.5,59.9
PER,Peru,2022,71.7,86,71.4,80.8,98.8,74.9,78,74.4,74.6,44.8,33.8,70.5,87.8,93.5,78.7,55.3,54.3,60.7
PHL,Philippines,2022,67.1,80.5,68.8,58.2,78.5,64.3,70.4,59,69.2,44.4,42.2,73.5,92.2,95.4,74.9,58.6,51.9,59.4
POL,Poland,2022,81.8,99,67.5,85.2,97.5,73.1,84.4,71.2,86.9,80.3,93.4,87.8,74.1,75.3,72.1,92.9,77.4,72.6
PRT,Portugal,2022,80,99.9,64.3,92.1,98.6,84.2,80.3,83.5,81.2,82.2,84.4,88,67.4,84.1,49.4,73.9,80.9,65.9
QAT,Qatar,2022,66.2,0,69.6,88.7,89.9,55.3,52.9,66.7,69.9,84.1,0,57.1,55.8,0,79.7,67.6,76.7,48.2
ROU,Romania,2022,77.5,98.6,72.9,80.6,84.6,55.1,76.3,76.4,83.2,69.4,77.2,85.3,79.2,87.2,86.7,79.5,73.4,51.3
RUS,Russian Federation,2022,73.8,98.8,59.1,80.3,97.1,67.3,75.1,64.4,81.6,75.9,79,83.4,80.6,69.9,53.4,66.1,47.8,74.6
RWA,Rwanda,2022,60.2,23.5,63,59,61.3,77.2,57.8,33.7,69.1,30.2,34.9,57.3,94.7,99.3,0,67.3,68,60.9
STP,Sao Tome and Principe,2022,62.7,48.2,60.7,63.6,69.1,51.4,51.4,38.8,48.6,29.9,48.3,71.1,95.8,98.5,79.9,81.1,78,52.1
SAU,Saudi Arabia,2022,67.7,100,56.9,80.7,78.5,44.6,59.1,68.6,77.5,74.7,0,63.6,66,33.8,64.8,49,75.2,80.9
SEN,Senegal,2022,61.8,67.9,61.8,57.8,31.7,44.3,64.8,41.1,78.7,36.9,60.3,63.6,95,97.6,68.4,66.3,54,60.9
SRB,Serbia,2022,77.3,100,75.8,82.5,93.6,64.9,75,71.4,81.7,71.9,75.3,73.2,85.4,88.5,0,60.8,65.9,83.5
SLE,Sierra Leone,2022,55.7,49.1,56.7,36.6,50.3,46.6,49.1,16.5,67.1,14.2,69.7,38,97.8,99.3,78.5,63.7,53.3,59.7
SGP,Singapore,2022,71.8,0,76.2,94.4,98.6,75.1,74.2,72,74.8,91.4,0,96.1,51.6,57.5,47.2,26.5,83.2,49
SVK,Slovak Republic,2022,79.1,99.2,72.3,87.8,82,73.7,81.8,77.2,81.5,73.6,100,84,69.4,70.6,0,89.2,77.8,59
SVN,Slovenia,2022,81,99.4,66.6,92.4,95.6,77,87.8,80.2,84.9,80.8,100,85.6,54.1,69.1,71.3,83.6,80.5,68.2
_SIDS,Small Island Developing States,2022,63.9,61,54.8,64.1,75.4,63.2,54.6,53.7,67.6,49.6,51.6,76.4,79.5,92.2,68.5,57.6,60,55
SOM,Somalia,2022,48,11.3,27.3,17.9,55.6,25.9,49.3,43.3,55.7,5.6,73.8,69.4,94.1,99.9,50.3,53.4,40,43.7
ZAF,South Africa,2022,64,51.7,56.8,57,76.6,76.8,62.4,59.7,69.8,70.8,0,80.5,84.4,82.7,70.9,57.8,55.1,75.2
SSD,South Sudan,2022,38.7,0,19.8,23.9,1.2,56,41,11.4,50.9,1.7,26.6,13.8,91,99.4,0,74.7,38.1,41.6
ESP,Spain,2022,80.4,98.7,65.4,94.2,97.4,86.9,87.4,78.1,79.4,90.2,81.4,91.9,67.9,80.2,59.5,66.4,79.2,63
LKA,Sri Lanka,2022,69.4,86.2,69,78.5,98.9,52.4,50.2,61.8,79.7,53.9,54.6,76.2,90.1,95.9,72.7,56.9,53.6,49.3
_Africa,Sub-Saharan Africa,2022,53,27.9,57.2,41.5,41.4,53.5,51.5,33.4,65.6,28.3,39.5,46.8,95.2,97.4,66.3,67,42.6,46.4
SDN,Sudan,2022,48.6,32.5,21.9,51.9,31.8,42.6,32.6,55.1,44.2,15.4,75,34.8,97.3,99.1,61.7,49.2,43.8,36.3
SUR,Suriname,2022,68.2,0,63.4,70.2,67.3,66.9,71.4,70.6,55.9,42.1,0,83.4,80.7,88.6,77,78.1,63.4,65.5
SWE,Sweden,2022,86,98.9,63.1,96.9,99.8,91.4,95.1,98,85,97.6,95,90.4,56.8,70,69.3,80.2,88.5,85.8
CHE,Switzerland,2022,80.5,99.5,67.9,96,98.5,85.9,90.5,83.4,81.6,97.2,82.4,99.1,58.2,61,0,66.3,81,54.4
SYR,Syrian Arab Republic,2022,58.2,0,31.1,61.3,61.8,34.1,62.9,61.8,70.2,23.9,63,39.7,91.9,96.4,49.9,56.5,46.7,50.9
TJK,Tajikistan,2022,69.2,83,65.3,67.2,73.5,56.5,59.5,86.6,76.1,16.3,76.4,79.7,93.7,97.2,0,61,68,50.8
TZA,Tanzania,2022,56.8,25.6,61,46.2,48.7,70.8,51.7,34.3,73.3,27.2,50.4,59.8,95.3,99.1,69.8,59.6,42.9,50.5
THA,Thailand,2022,74.7,98.6,58.6,79.7,98,70.7,76,72.7,77.2,67.4,73.2,86.6,80.6,81.6,64.2,60.2,62.8,62.3
TGO,Togo,2022,56.3,31.4,61,45.7,80.1,42.4,50.9,27.2,70.7,23.1,41.6,44.5,96.3,98.9,70.9,77.7,42.4,51.6
TTO,Trinidad and Tobago,2022,63,98.2,54.3,81.9,85.5,66.9,70.6,56.2,75.4,39.9,0,78.7,62.8,40.9,51.5,54.1,56.7,63.5
TUN,Tunisia,2022,72.5,97.9,61.5,78.9,93.1,51,63.9,70.2,62.5,55.9,80.8,65.4,86.7,93.1,63.3,70.9,60.6,76.7
TUR,Türkiye,2022,70.8,98.1,65.2,84.6,89.4,47.6,73.3,72.1,70,71.9,45,71.5,82.2,86.7,58.6,53.9,58.5,74.5
TKM,Turkmenistan,2022,68.5,98.9,58.6,69.4,99.6,78.4,57.3,57.9,70.1,16.1,0,82.7,81.7,59.3,0,63.8,74.9,45.3
UGA,Uganda,2022,55,25.4,66.7,49.3,40.8,67.8,47.4,38.2,69.3,30.3,39.7,43.3,96.3,99.4,0,64.1,42.8,48.2
UKR,Ukraine,2022,76.5,0,67.9,75.4,91.9,67.7,76.1,70.7,78.4,49.9,100,80.2,84.5,85.8,61.4,79.6,62.8,76.8
ARE,United Arab Emirates,2022,69.7,99.7,64.8,86.2,98.2,74.3,58,69.2,63.7,88.3,100,85.4,51.9,9.8,72.7,55.5,70.4,37.1
