country_code,country,year,sdg_index_score,goal_1_score,goal_2_score,goal_3_score,goal_4_score,goal_5_score,goal_6_score,goal_7_score,goal_8_score,goal_9_score,goal_10_score,goal_11_score,goal_12_score,goal_13_score,goal_14_score,goal_15_score,goal_16_score,goal_17_score
_MENA,Middle East and North Africa,2019,66.5,82.1,60.3,72.7,69.7,44.4,55.8,64.8,71.3,49.7,73.5,67.1,85.6,80.7,65.7,58.4,65.3,62.6
MDA,Moldova,2019,77.5,98.6,60.1,77.7,98.6,69.6,70.1,79,69.9,37.5,99.6,83.7,79.1,90.7,0,89.2,63.2,73.9
MNG,Mongolia,2019,65.5,94.8,48.1,63.6,95.9,65.6,64.3,36.5,71.6,34.1,81.1,52.7,67.9,52.6,0,75,60.9,83.1
MNE,Montenegro,2019,70.8,98.9,51.4,75.2,87.6,58.4,65,79,62.5,58.3,66.7,77.3,69.9,89.9,51.5,54.7,76.4,80.8
MAR,Morocco,2019,70,93.7,63.2,73.6,74.5,43.6,62.8,69.8,69,51,53.9,73,90.9,94.2,71.7,77.3,66,61.3
MOZ,Mozambique,2019,52.7,2.4,53.3,34.7,49.8,64.2,53.5,35.3,66.3,13.4,12.7,63.1,97.9,98.3,72,63.7,51,64.2
MMR,Myanmar,2019,62.6,76.9,65.6,54.9,61.1,56.3,67.7,43.4,62.1,28,87.2,63.4,94.7,97.6,47.7,52.1,58.4,47.2
NAM,Namibia,2019,63.5,61.7,49.7,46.5,71.8,86.6,55.9,45.9,67.9,35.1,5.5,68,83.2,91,79.4,86.9,65.9,79.3
NPL,Nepal,2019,66.2,75.6,63.8,59.1,91.1,50.3,69.8,48.2,69.1,32.1,80.2,46.7,96.5,97.7,0,68.9,56.8,52.7
NLD,Netherlands,2019,78.7,99.2,67.7,95.8,98.3,80.7,87.2,72,86.5,93.2,87.9,94.9,47.7,41.4,55.3,78.2,86.9,65.2
NZL,New Zealand,2019,76.2,0,59.5,93,95.2,86.6,89.6,84.3,87,89,78.1,86.8,43.4,64.5,53.2,49.9,88.5,70.5
NIC,Nicaragua,2019,64.4,67.3,54.8,75.9,78,80.8,66.3,59.2,68.3,21.7,23.7,76.4,87.1,96.9,62,61.7,56.5,57.8
NER,Niger,2019,46.9,11.9,46.8,37.9,2.8,41,43.1,10.8,69.3,10.4,63.2,47.2,96.2,99.5,0,74,48.7,47.9
NGA,Nigeria,2019,53.2,40.6,60.8,33.8,38.8,39.1,58.9,24.4,67,34.6,72.8,28.7,95.7,96.8,62.1,74.6,40.2,36.2
MKD,North Macedonia,2019,73,95.6,62.6,76.9,72.8,58.2,71.7,69.7,68.1,45.5,81.5,73.1,80.6,89.9,0,80.7,73.1,68.6
NOR,Norway,2019,81.9,99.2,61.8,97.3,97.6,88.6,83.7,98.5,85.6,91.8,99.7,90.8,41.3,20,74.6,73.9,92.2,96.7
_Oceania,Oceania,2019,52.7,37.8,31,42.5,58.4,48.6,15,38.4,67,14.6,50.5,75.8,95,97.7,65.9,50.6,62.2,45.1
_OECD,OECD members,2019,77.1,97.3,68.8,90.1,94.6,74.2,83.2,74.9,80.6,91.4,64.7,88.4,61.7,66.9,63.6,66.7,73.4,70.3
OMN,Oman,2019,67.3,0,58.3,83.1,92.4,36.5,50.4,67,81.4,60.4,0,83.1,73.7,37.6,77.9,62.9,76.2,68.8
PAK,Pakistan,2019,58.4,75.8,42.9,44.3,59.7,37,49,49.5,59.6,27.2,90.1,44.2,94.2,96.8,63.2,66.9,47.6,45.5
PAN,Panama,2019,66.9,95.1,49.6,80.8,76.9,65,70.9,71.3,73,45.8,18.6,94.4,75.9,71.4,70.3,67.3,62.7,48.5
PNG,Papua New Guinea,2019,53.6,30.9,33.6,42.8,53.9,48.2,42.2,36.7,77.1,7.9,43.7,72.6,96.5,95.2,72.1,64,54.3,38.8
